1
1, 18.4652, 19.9687, 0.33933
2, 18.4766, 21.9646, 0.46866
3, 18.4816, 23.9994, 0.25011
4, 18.4827, 25.9745, 0.43118
5, 18.4960, 27.9614, 0.23441
6, 18.4721, 29.9555, 0.27627
7, 18.4930, 31.9613, 0.33876
8, 18.4879, 33.9592, 0.41620

2
1, 21.4960, 20.0133, 0.50793
2, 21.5098, 22.0230, 0.50955
3, 21.5098, 23.9358, 0.26042
4, 21.5050, 25.9872, 0.34702
5, 21.5188, 27.9911, 0.27365
6, 21.4997, 29.9924, 0.50569
7, 21.5292, 31.9942, 0.29185
8, 21.4956, 34.0058, 0.29725

3
1, 24.5285, 19.9750, 0.51691
2, 24.5204, 21.9848, 0.22892
3, 24.5101, 23.9898, 0.35868
4, 24.5215, 26.0289, 0.40995
5, 24.4762, 28.0084, 0.39178
6, 24.5223, 30.0140, 0.51380
7, 24.5194, 32.0191, 0.38694
8, 24.4751, 33.9996, 0.47138

4
1, 27.4946, 19.9936, 0.36216
2, 27.4825, 21.9554, 0.43916
3, 27.5095, 23.9943, 0.34203
4, 27.4968, 25.9978, 0.29097
5, 27.4782, 27.9819, 0.28038
6, 27.5126, 29.9937, 0.33978
7, 27.5207, 31.9921, 0.39630
8, 27.5025, 33.9763, 0.38190

5
1, 30.4959, 19.9668, 0.43297
2, 30.4756, 22.0072, 0.37029
3, 30.4869, 23.9480, 0.37995
4, 30.4728, 26.0071, 0.36051
5, 30.4940, 27.9972, 0.51297
6, 30.4666, 29.9220, 0.32751
7, 30.5243, 32.0010, 0.35039
8, 30.5071, 33.9593, 0.44102

6
1, 33.5038, 19.9722, 0.44273
2, 33.4719, 22.0100, 0.26929
3, 33.4794, 24.0016, 0.42392
4, 33.5150, 26.0241, 0.25370
5, 33.4941, 27.9752, 0.20239
6, 33.5267, 30.0258, 0.46141
7, 33.4940, 31.9997, 0.29252
8, 33.4934, 34.0005, 0.44148

